Image_No,Similarity_Score
548,0.3393637090921402
530,0.3363263010978699
557,0.3357488662004471
303,0.33571194112300873
108,0.33464857935905457
295,0.334556519985199
442,0.3341914564371109
349,0.3341882526874542
469,0.3336113691329956
234,0.33351029455661774
16,0.33280983567237854
1,0.32932697236537933
174,0.3288823962211609
370,0.3283853530883789
482,0.3272426277399063
279,0.32710298895835876
531,0.3236311972141266
22,0.3226725459098816
506,0.32198579609394073
271,0.3199930936098099
473,0.3197963684797287
438,0.31641703844070435
244,0.3154369443655014
454,0.3134380429983139
507,0.31194689869880676
161,0.3109075427055359
35,0.31071385741233826
398,0.30992089211940765
155,0.30729520320892334
493,0.3061610758304596
289,0.3056027740240097
14,0.30475106835365295
431,0.30362966656684875
235,0.3032994866371155
489,0.30225585401058197
173,0.302197203040123
364,0.300935760140419
64,0.2977329343557358
136,0.29624272882938385
518,0.295110285282135
96,0.29416097700595856
546,0.2939537763595581
193,0.2931433767080307
501,0.28953447937965393
415,0.28559017181396484
11,0.2811492681503296
344,0.2798566520214081
63,0.27871282398700714
150,0.27550478279590607
280,0.27275264263153076
476,0.27153368294239044
458,0.26927123963832855
86,0.2691974341869354
325,0.2684164345264435
23,0.2667200416326523
307,0.2637958973646164
118,0.2613501250743866
264,0.2593175172805786
534,0.25273802876472473
377,0.24575704336166382
269,0.24362534284591675
5,0.23995152115821838
42,0.23977389931678772
386,0.2397674024105072
12,0.23789361119270325
282,0.23596501350402832
539,0.2358991801738739
309,0.2334902286529541
253,0.2294808030128479
410,0.22632238268852234
341,0.22626841068267822
513,0.22151786088943481
486,0.21917572617530823
224,0.21665802597999573
4,0.21578136086463928
484,0.20490795373916626
462,0.20258581638336182
72,0.20231041312217712
134,0.20153206586837769
53,0.19592183828353882
448,0.1950022578239441
21,0.19279354810714722
219,0.18708768486976624
15,0.18600261211395264
231,0.17813655734062195
43,0.17659372091293335
140,0.1749788224697113
342,0.1748810112476349
278,0.17374300956726074
154,0.16783633828163147
346,0.16666650772094727
461,0.1635930836200714
207,0.15740609169006348
423,0.15502145886421204
360,0.14689773321151733
299,0.14391115307807922
139,0.14372190833091736
246,0.1388033926486969
201,0.13717326521873474
94,0.117433100938797
186,0.10865911841392517
532,0.054173797369003296
541,0.01128271222114563
394,0.008977174758911133
